head,relation,tail
需求,controls,平面参数
需求,controls,机翼
需求,controls,范围
非线性,controls,困难
非线性,controls,增大
非线性,controls,幅度
非线性,controls,难度
飞机,controls,三部分
飞机,controls,副翼
飞机,controls,单翼构型
飞机,controls,变体包线
飞机,controls,固定
飞机,controls,图像信息
飞机,controls,失控
飞机,controls,失效安全性
飞机,controls,姿态
飞机,controls,平面形状
飞机,controls,性能
飞机,controls,指令
飞机,controls,控制方式
飞机,controls,控制方案
飞机,controls,控制范围
飞机,controls,提升
飞机,controls,摄像头
飞机,controls,机翼
飞机,controls,机翼面积
飞机,controls,梢根比
飞机,controls,活动机翼
飞机,controls,考虑
飞机,controls,能力
飞机,controls,舵效
飞机,controls,舵面
飞机,controls,节中
飞机,controls,解耦
飞机,controls,难度
飞机,controls,飞行控制系统
飞机,controls,鲁棒性
飞机总体设计,controls,变体
飞机总体设计,controls,机构
飞机总体设计,controls,设计
飞机操稳系统,controls,变体过程
飞行,controls,姿态
飞行,controls,控制
飞行,controls,控制方式
飞行,controls,飞行控制系统
飞行控制,controls,节中
飞行控制系统,controls,图像信息
飞行控制系统,controls,活动机翼
飞行控制系统,controls,遥控器
飞行控制系统,controls,飞行
飞行稳定,controls,控制方案
其中连杆,depends_on,上下机翼
其中连杆,depends_on,展长
其中连杆,depends_on,机翼
副翼上偏,depends_on,副翼
副翼上偏,depends_on,升力系数
副翼上偏,depends_on,卸载
动力学特性,depends_on,控制方法
变体,depends_on,控制方法
大展弦,depends_on,机翼
大展弦,depends_on,梢根比
奥斯瓦尔德因子,depends_on,机翼
奥斯瓦尔德因子,depends_on,梢根比
平直机翼,depends_on,机翼
平直机翼,depends_on,梢根比
扰动力矩,depends_on,拉力
扰动力矩,depends_on,连杆
折叠翼,depends_on,控制方法
拉力,depends_on,升力
拉力,depends_on,变体过程
拉力,depends_on,活动机翼
活动机翼,depends_on,升力系数
活动机翼,depends_on,卸载
滚转扰动力矩,depends_on,拉力
滚转扰动力矩,depends_on,连杆
角度,depends_on,副翼
角度,depends_on,升力系数
角度,depends_on,升力线斜率
角度,depends_on,卸载
设计,depends_on,变体包线
设计,depends_on,机翼
设计,depends_on,需求
设计,depends_on,飞机
诱导阻力系数,depends_on,奥斯瓦尔德因子
诱导阻力系数,depends_on,展弦比
诱导阻力系数,depends_on,飞机
连杆,depends_on,上下翼间距
连杆,depends_on,升力
连杆,depends_on,变体过程
连杆,depends_on,固定机翼
连杆,depends_on,展长
连杆,depends_on,活动机翼
长度,depends_on,上下机翼
长度,depends_on,上下翼间距
长度,depends_on,固定机翼
长度,depends_on,展长
长度,depends_on,机翼
长度,depends_on,活动机翼
长度,depends_on,距离
飞机,depends_on,奥斯瓦尔德因子
飞机,depends_on,展弦比
10自由度动力学模型,develops,两侧
10自由度动力学模型,develops,控制
10自由度动力学模型,develops,自由度
10自由度动力学模型,develops,飞机飞行
2008年,develops,使用
2008年,develops,充气式机翼
2008年,develops,改变
2011年,develops,无人机
2015年,develops,单-双折叠翼变体飞行器
2015年,develops,发展
2015年,develops,基础
2015年,develops,概念
2节,develops,变体技术
2节,develops,应用方向
2节,develops,开口
2节,develops,折叠翼
2节,develops,机翼
2节,develops,蒙皮
70年代,develops,B-1
70年代,develops,F-14
70年代,develops,Tu-160
ACADO,develops,参数
ACADO,develops,开发
DARPA,develops,滑动蒙皮
Kheong,develops,使用
Kheong,develops,充气式机翼
Kheong,develops,改变
Kheong,develops,飞机展长
Lesieutre,develops,使用
Lesieutre,develops,改变
Lesieutre,develops,柔性桁架
Mestrinho,develops,无人机
三角翼,develops,机翼
三角翼,develops,翼尖
三角翼,develops,铰链
上反角,develops,双翼构型
上反角,develops,最大升力系数
上反角,develops,飞机
上文,develops,设计约束
上机翼,develops,双翼气动性能
上机翼,develops,等效原则
下单翼,develops,固定
下单翼,develops,活动机翼
下单翼,develops,空间
下机翼,develops,翼展比
主导,develops,滑动蒙皮
代价,develops,第2
代价,develops,设计目标
代价,develops,问题之一
优化,develops,单翼
优化,develops,展长
优化,develops,气动性能
传递,develops,连杆
伸缩,develops,无人机
使用,develops,ACADO
使用,develops,变展长变体技术
使用,develops,大展弦
使用,develops,学科
使用,develops,应用
使用,develops,总体设计
使用,develops,设计指标
使用,develops,部件
使用,develops,飞行器
俯仰力矩,develops,副翼偏转
俯仰力矩,develops,布置
俯仰力矩,develops,机翼
俯仰力矩,develops,考虑
俯仰力矩,develops,连杆
全机,develops,控制
全机,develops,自由度
全机,develops,飞机飞行
公司,develops,前线机场
公司,develops,无人机
公司,develops,机翼
公司,develops,机翼变体方案
公司,develops,滑动蒙皮
公司,develops,蒙皮
公司,develops,起降
公司,develops,长航时无人机
准则,develops,指导
几何外形参数,develops,参数
几何外形参数,develops,变体包线
几何外形参数,develops,固定机翼
几何外形参数,develops,折叠翼
几何外形参数,develops,活动机翼
几何外形参数,develops,设计准则
几何外形设计,develops,几何外形参数
几何外形设计,develops,单-双折叠翼变体飞行器
几何外形设计,develops,节中
几何外形设计,develops,设计目标
几何外形设计,develops,设计约束
几何外形设计方法,develops,设计目标
几何外形设计方法,develops,设计约束
刚度,develops,1%
刚度,develops,全机
刚度,develops,分析结果
前掠,develops,上机翼
前掠,develops,下机翼
前掠,develops,双翼状态
前文,develops,发展
前文,develops,折叠翼
前文,develops,结构设计研究
前移,develops,增大
前移,develops,飞机
副翼,develops,15-20%
副翼,develops,变体过程
副翼,develops,气动
副翼,develops,活动机翼
副翼,develops,活动机翼副翼
副翼,develops,负担转角
副翼,develops,面积
北苍鹰,develops,变体飞行器
北苍鹰,develops,同时
北苍鹰,develops,改变
升力线理论,develops,双翼布局
协调,develops,平衡气动
协调,develops,设计目标
协调,develops,重量
单-双折叠翼变体飞机,develops,使用
单-双折叠翼变体飞机,develops,动力学
单-双折叠翼变体飞机,develops,原准机
单-双折叠翼变体飞机,develops,变体
单-双折叠翼变体飞机,develops,变体包线
单-双折叠翼变体飞机,develops,变体飞行试验
单-双折叠翼变体飞机,develops,布局
单-双折叠翼变体飞机,develops,折叠翼
单-双折叠翼变体飞机,develops,控制
单-双折叠翼变体飞机,develops,收益代价
单-双折叠翼变体飞机,develops,结构设计
单-双折叠翼变体飞机,develops,考虑
单-双折叠翼变体飞机,develops,设计目标
单-双折叠翼变体飞机,develops,设计约束
单-双折叠翼变体飞机,develops,飞行控制方法
单-双折叠翼变体飞行器,develops,优化
单-双折叠翼变体飞行器,develops,全球鹰
单-双折叠翼变体飞行器,develops,几何外形设计
单-双折叠翼变体飞行器,develops,单-双折叠翼变体飞机
单-双折叠翼变体飞行器,develops,单翼构型
单-双折叠翼变体飞行器,develops,原理验证
单-双折叠翼变体飞行器,develops,变体
单-双折叠翼变体飞行器,develops,变体包线
单-双折叠翼变体飞行器,develops,对比
单-双折叠翼变体飞行器,develops,折叠翼
单-双折叠翼变体飞行器,develops,指导
单-双折叠翼变体飞行器,develops,方案
单-双折叠翼变体飞行器,develops,机构
单-双折叠翼变体飞行器,develops,机翼
单-双折叠翼变体飞行器,develops,概念
单-双折叠翼变体飞行器,develops,气动
单-双折叠翼变体飞行器,develops,气动力驱动变体
单-双折叠翼变体飞行器,develops,气动特性
单-双折叠翼变体飞行器,develops,研究结果
单-双折叠翼变体飞行器,develops,结构方案
单-双折叠翼变体飞行器,develops,考虑
单-双折叠翼变体飞行器,develops,螺旋桨
单-双折叠翼变体飞行器,develops,设计准则
单-双折叠翼变体飞行器,develops,设计方案
单-双折叠翼变体飞行器,develops,设计方法
单-双折叠翼变体飞行器,develops,设计目标
单-双折叠翼变体飞行器,develops,设计约束
单-双折叠翼变体飞行器,develops,设计规律
单-双折叠翼变体飞行器,develops,飞行控制算法
单翼,develops,设计方法
单翼状态,develops,6m
单翼状态,develops,展弦比
单翼状态,develops,翼展
厚翼型,develops,连杆
原理验证机,develops,大展弦
原理验证机,develops,测试
原理验证机,develops,设计方案
原理验证机,develops,试飞
原理验证机,develops,车载
原理验证机,develops,长航
原理验证机,develops,飞行器设计
原理验证研究,develops,6m
原理验证研究,develops,折叠翼
原理验证研究,develops,翼展
参数,develops,机翼
参数,develops,梢根比
双翼,develops,上机翼
双翼,develops,下机翼
双翼,develops,平行
双翼,develops,指导
双翼,develops,无量纲量
双翼,develops,早期
双翼,develops,流场结构
双翼,develops,考虑
双翼,develops,规律
双翼布局,develops,参数
双翼布局,develops,双翼
双翼布局,develops,平面参数
双翼布局,develops,气动特性
双翼布局,develops,气动设计
双翼布局,develops,规律
双翼布局,develops,设计
双翼布局,develops,设计准则
双翼机,develops,上机翼
双翼机,develops,下机翼
双翼机,develops,双翼布局
双翼机,develops,展长
双翼机,develops,气动性能
双翼机,develops,理论
双翼机,develops,翼展
双翼气动,develops,准则
双翼气动,develops,升力
双翼气动,develops,双翼
双翼气动,develops,双翼布局
双翼气动,develops,性能
双翼气动,develops,规律
双翼气动性能,develops,准则
双翼飞机,develops,上机翼
双翼飞机,develops,下机翼
双翼飞机,develops,使用
双翼飞机,develops,弦长
双翼飞机,develops,需求
双连杆,develops,作用
双连杆,develops,抗弯性能
双连杆,develops,连杆
发展,develops,优化
发展,develops,使用
发展,develops,单-双折叠翼变体飞行器
发展,develops,变体
发展,develops,折叠翼
发展,develops,机构
发展,develops,概念
发展,develops,气动力驱动
发展,develops,简化
发展,develops,飞行器
变体,develops,6m
变体,develops,上下机翼
变体,develops,位置参数
变体,develops,几何外形参数
变体,develops,前文
变体,develops,单-双折叠翼变体飞行器
变体,develops,参数
变体,develops,双翼构型
变体,develops,变体包线
变体,develops,变体过程
变体,develops,基础
变体,develops,大展弦
变体,develops,布置
变体,develops,平面外形设计
变体,develops,总体参数拟定
变体,develops,总体方案设计
变体,develops,折叠翼
变体,develops,损失
变体,develops,改变
变体,develops,方案
变体,develops,约束
变体,develops,结构重量
变体,develops,翼展
变体,develops,节中
变体,develops,要求
变体,develops,设计
变体,develops,设计方案
变体,develops,设计目标
变体,develops,设计约束
变体,develops,设计要求
变体,develops,设计需求
变体,develops,趋势
变体,develops,长航时飞行器
变体,develops,需求
变体,develops,飞机
变体技术,develops,参数
变体技术,develops,基础
变体技术,develops,必经之路
变体飞行器,develops,全球鹰
变体飞行器,develops,受力
变体飞行器,develops,变体
变体飞行器,develops,变展长
变体飞行器,develops,变展长变体技术
变体飞行器,develops,大展弦
变体飞行器,develops,学科
变体飞行器,develops,应用
变体飞行器,develops,开发
变体飞行器,develops,思路
变体飞行器,develops,指导
变体飞行器,develops,收益
变体飞行器,develops,收益代价
变体飞行器,develops,第2
变体飞行器,develops,设计目标
变体飞行器,develops,设计约束
变体飞行器,develops,课题组
变体飞行器,develops,连杆
变体飞行器,develops,问题之一
变体飞行器,develops,阻碍
变体飞行器,develops,飞行器
变化规律,develops,气动
变化规律,develops,问题之一
变后掠翼,develops,F-14
变展长,develops,变展长变体技术
变展长,develops,大展弦
变展长,develops,应用
变展长,develops,开发
变展长,develops,指导
